timestamp_iso,freq_hz,psd_db
2025-10-17T18:10:50.840459+00:00,898976000,-42.37580545939701
2025-10-17T18:10:50.840459+00:00,898977000,-43.260189080275005
2025-10-17T18:10:50.840459+00:00,898978000,-66.37288899242529
2025-10-17T18:10:50.840459+00:00,898979000,-48.913579850257406
2025-10-17T18:10:50.840459+00:00,898980000,-66.39822201318944
2025-10-17T18:10:50.840459+00:00,898981000,-47.98244778482271
2025-10-17T18:10:50.840459+00:00,898982000,-45.192142654594875
2025-10-17T18:10:50.840459+00:00,898983000,-41.23323362184459
2025-10-17T18:10:50.840459+00:00,898984000,-43.77672839110525
2025-10-17T18:10:50.840459+00:00,898985000,-47.07550614253397
2025-10-17T18:10:50.840459+00:00,898986000,-46.782297090288225
2025-10-17T18:10:50.840459+00:00,898987000,-40.824507206965
2025-10-17T18:10:50.840459+00:00,898988000,-41.004760066193676
2025-10-17T18:10:50.840459+00:00,898989000,-45.21694432983901
2025-10-17T18:10:50.840459+00:00,898990000,-52.59271711997052
2025-10-17T18:10:50.840459+00:00,898991000,-50.325179081067404
2025-10-17T18:10:50.840459+00:00,898992000,-50.67821367541793
2025-10-17T18:10:50.840459+00:00,898993000,-52.35390240648993
2025-10-17T18:10:50.840459+00:00,898994000,-49.801907615464756
2025-10-17T18:10:50.840459+00:00,898995000,-50.3446659928309
2025-10-17T18:10:50.840459+00:00,898996000,-43.420370855141854
2025-10-17T18:10:50.840459+00:00,898997000,-46.17570780543781
2025-10-17T18:10:50.840459+00:00,898998000,-49.85217822975899
2025-10-17T18:10:50.840459+00:00,898999000,-46.44857263694135
2025-10-17T18:10:50.840459+00:00,899000000,-41.90707315119403
2025-10-17T18:10:50.840459+00:00,899001000,-40.52917372347942
2025-10-17T18:10:50.840459+00:00,899002000,-42.35413589509076
2025-10-17T18:10:50.840459+00:00,899003000,-42.44139023337527
2025-10-17T18:10:50.840459+00:00,899004000,-41.172801484269954
2025-10-17T18:10:50.840459+00:00,899005000,-44.68052918054027
2025-10-17T18:10:50.840459+00:00,899006000,-43.11707173442124
2025-10-17T18:10:50.840459+00:00,899007000,-48.69837394220391
2025-10-17T18:10:50.840459+00:00,899008000,-55.03063316444016
2025-10-17T18:10:50.840459+00:00,899009000,-46.3616845319432
2025-10-17T18:10:50.840459+00:00,899010000,-52.49233121361303
2025-10-17T18:10:50.840459+00:00,899011000,-54.78086816875908
2025-10-17T18:10:50.840459+00:00,899012000,-55.8427238744402
2025-10-17T18:10:50.840459+00:00,899013000,-51.16615928536732
2025-10-17T18:10:50.840459+00:00,899014000,-50.595684901261116
2025-10-17T18:10:50.840459+00:00,899015000,-46.328002232165026
2025-10-17T18:10:50.840459+00:00,899016000,-50.13184056845668
2025-10-17T18:10:50.840459+00:00,899017000,-43.821784677928086
2025-10-17T18:10:50.840459+00:00,899018000,-41.787189182069156
2025-10-17T18:10:50.840459+00:00,899019000,-45.15825104756854
2025-10-17T18:10:50.840459+00:00,899020000,-45.06083614615033
2025-10-17T18:10:50.840459+00:00,899021000,-49.93740244281156
2025-10-17T18:10:50.840459+00:00,899022000,-51.32038133055595
2025-10-17T18:10:50.840459+00:00,899023000,-50.37494316641444
2025-10-17T18:10:50.840459+00:00,899024000,-51.2739731076652
2025-10-17T18:10:50.840459+00:00,899025000,-51.54565749425594
2025-10-17T18:10:50.840459+00:00,899026000,-52.04890188321101
2025-10-17T18:10:50.840459+00:00,899027000,-48.98157830100889
2025-10-17T18:10:50.840459+00:00,899028000,-49.968177761164874
2025-10-17T18:10:50.840459+00:00,899029000,-52.74619836307746
2025-10-17T18:10:50.840459+00:00,899030000,-49.09660051354691
2025-10-17T18:10:50.840459+00:00,899031000,-42.685634093760996
2025-10-17T18:10:50.840459+00:00,899032000,-44.73066343894278
2025-10-17T18:10:50.840459+00:00,899033000,-41.76783834609865
2025-10-17T18:10:50.840459+00:00,899034000,-39.53925672637585
2025-10-17T18:10:50.840459+00:00,899035000,-41.62871047871012
2025-10-17T18:10:50.840459+00:00,899036000,-52.56377456738838
2025-10-17T18:10:50.840459+00:00,899037000,-47.306972004419514
2025-10-17T18:10:50.840459+00:00,899038000,-42.93780013080918
2025-10-17T18:10:50.840459+00:00,899039000,-50.044265099886154
2025-10-17T18:10:50.840459+00:00,899040000,-54.74855688875621
2025-10-17T18:10:50.840459+00:00,899041000,-67.03408286648842
2025-10-17T18:10:50.840459+00:00,899042000,-51.19094655666227
2025-10-17T18:10:50.840459+00:00,899043000,-51.802452168884614
2025-10-17T18:10:50.840459+00:00,899044000,-48.24051714222943
2025-10-17T18:10:50.840459+00:00,899045000,-53.52874740449943
2025-10-17T18:10:50.840459+00:00,899046000,-44.29643818795942
2025-10-17T18:10:50.840459+00:00,899047000,-45.458823312166636
2025-10-17T18:10:50.840459+00:00,899048000,-55.59235840612297
2025-10-17T18:10:50.840459+00:00,899049000,-48.967272579967414
2025-10-17T18:10:50.840459+00:00,899050000,-54.18122414627089
2025-10-17T18:10:50.840459+00:00,899051000,-55.18232112690719
2025-10-17T18:10:50.840459+00:00,899052000,-48.93747313526899
2025-10-17T18:10:50.840459+00:00,899053000,-48.35302655657247
2025-10-17T18:10:50.840459+00:00,899054000,-57.93179571079857
2025-10-17T18:10:50.840459+00:00,899055000,-50.17271829282361
2025-10-17T18:10:50.840459+00:00,899056000,-43.3566880654028
2025-10-17T18:10:50.840459+00:00,899057000,-42.75370661500433
2025-10-17T18:10:50.840459+00:00,899058000,-45.53393106804919
2025-10-17T18:10:50.840459+00:00,899059000,-51.222155956000385
2025-10-17T18:10:50.840459+00:00,899060000,-50.67461100835391
2025-10-17T18:10:50.840459+00:00,899061000,-51.11569516461124
2025-10-17T18:10:50.840459+00:00,899062000,-43.25854228323311
2025-10-17T18:10:50.840459+00:00,899063000,-47.898794248049164
2025-10-17T18:10:50.840459+00:00,899064000,-51.21144997084494
